"","x"
"1154","CI016SA1420"
"1155","CI016SA1421"
"1156","CI016SA1423"
"1157","CI016SA1424"
"1158","CI016SA1426"
"1159","CI016SA1428"
"1160","CI016SA1429"
"1161","CI016SA1430"
"1162","CI016SA1431"
"1163","CI016SA1432"
"1164","CI016SA1434"
"1165","CI016SA1436"
"1166","CI016SA1437"
"1167","CI016SA1440"
"1168","CI016SA1441"
"1169","CI016SA1443"
"1170","CI016SA1445"
"1171","CI016SA1446"
"1172","CI016SA1447"
"1173","CI016SA1448"
"1174","CI016SA1452"
"1175","CI016SA1454"
"1176","CI016SA1455"
"1177","CI016SA1685"
"1178","CI016SA1686"
"1179","CI016SA1687"
"1180","CI016SA1688"
"1181","CI016SA1690"
"1182","CI016SA1692"
"1183","CI016SA1696"
"1184","CI016SA1697"
"1185","CI016SA1698"
"1186","CI016SA1699"
"1187","CI016SA1700"
"1188","CI016SA1701"
"1189","CI016SA1702"
"1190","CI016SA1703"
"1191","CI016SA1704"
"1192","CI016SA1705"
"1193","CI016SA1707"
"1194","CI016SA1708"
"1195","CI016SA1711"
"1196","CI016SA1712"
"1197","CI016SA1713"
"1198","CI016SA1716"
"1199","CI016SA1718"
"1200","CI016SA1719"
"1201","CI016SA1720"
"1202","CI016SA1723"
"1203","CI016SA1725"
"1204","CI016SA1726"
"1205","CI016SA1729"
"1206","CI016SA1730"
"1207","CI016SA1731"
"1208","CI016SA1732"
"1209","CI016SA1733"
"1210","CI016SA1736"
"1211","CI016SA1737"
"1212","CI016SA1739"
"1213","CI016SA1740"
"1214","CI016SA1741"
"1215","CI016SA1742"
"1216","CI016SA1744"
"1217","CI016SA1745"
"1218","CI016SA1746"
"1219","CI016SA1747"
"1220","CI016SA1750"
"1221","CI016SA1751"
"1222","CI016SA1752"
"1223","CI016SA1754"
"1224","CI016SA1755"
"1225","CI016SA1756"
"1226","CI016SA1757"
"1227","CI016SA1758"
"1228","CI016SA1759"
"1229","CI016SA1760"
"1230","CI016SA1761"
"1231","CI016SA1762"
"1232","CI016SA1764"
"1233","CI016SA1767"
"1234","CI016SA1769"
"1235","CI016SA1770"
"1236","CI016SA1772"
"1237","CI016SA1773"
"1238","CI016SA2269"
"1239","CI016SA2270"
"1240","CI016SA2271"
"1241","CI016SA2272"
"1242","CI016SA2274"
"1243","CI016SA2275"
"1244","CI016SA2276"
"1245","CI016SA2277"
"1246","CI016SA2279"
"1247","CI016SA2281"
"1248","CI016SA2282"
"1249","CI016SA2285"
"1250","CI016SA2286"
"1251","CI016SA2287"
"1252","CI016SA2288"
"1253","CI016SA2289"
"1254","CI016SA2290"
"1255","CI016SA2291"
"1256","CI016SA2292"
"1257","CI016SA2293"
"1258","CI016SA2294"
"1259","CI016SA2295"
"1260","CI016SA2296"
"1261","CI016SA2297"
"1262","CI016SA2298"
"1263","CI016SA2300"
"1264","CI016SA2302"
"1265","CI016SA2304"
"1266","CI016SA2305"
"1267","CI016SA2306"
"1268","CI016SA2307"
"1269","CI016SA2309"
"1270","CI016SA2310"
"1271","CI016SA2312"
"1272","CI016SA2314"
"1273","CI016SA2315"
"1274","CI016SA2316"
"1275","CI016SA2317"
"1276","CI016SA2318"
"1277","CI016SA2320"
"1278","CI016SA2321"
"1279","CI016SA2324"
"1280","CI016SA2325"
"1281","CI016SA2326"
"1282","CI016SA2328"
"1283","CI016SA2329"
"1284","CI016SA2330"
"1285","CI016SA2331"
"1286","CI016SA2332"
"1287","CI016SA2334"
"1288","CI016SA2335"
"1289","CI016SA2336"
"1290","CI016SA2338"
"1291","CI016SA2340"
"1292","CI016SA2348"
"1293","CI018SA0247"
"1294","CI018SA0249"
"1295","CI018SA0250"
"1296","CI018SA0252"
"1297","CI018SA0253"
"1298","CI018SA0254"
"1299","CI018SA0255"
"1300","CI018SA0257"
"1301","CI018SA0258"
"1302","CI018SA0259"
"1303","CI018SA0260"
"1304","CI018SA0261"
"1305","CI018SA0262"
"1306","CI018SA0263"
"1307","CI018SA0264"
"1308","CI018SA0265"
"1309","CI018SA0266"
"1310","CI018SA0267"
"1311","CI018SA0268"
"1312","CI018SA0269"
"1313","CI018SA0272"
"1314","CI018SA0273"
"1315","CI018SA0274"
"1316","CI018SA0275"
"1317","CI018SA0277"
"1318","CI018SA0278"
"1319","CI018SA0279"
"1320","CI018SA0280"
"1321","CI018SA0281"
"1322","CI018SA0282"
"1323","CI018SA0283"
"1324","CI018SA0284"
"1325","CI018SA0287"
"1326","CI018SA0289"
"1327","CI018SA0290"
"1328","CI018SA0293"
"1329","CI018SA0294"
"1330","CI018SA0295"
"1331","CI018SA0296"
"1332","CI018SA0297"
"1333","CI018SA0298"
"1334","CI018SA0347"
"1335","CI024SA0005"
"1336","CI024SA0006"
"1337","CI058SA0002"
"1338","CI058SA0003"
"1339","CI058SA0004"
"1340","CI064SA0016"
"1341","CI064SA0017"
"1342","CI064SA0030"
"1343","CI064SA0059"
"1344","CI064SA0062"
"1345","CI064SA0107"
"1346","CI064SA0108"
"1347","CI064SA0109"
"1348","CI064SA0114"
"1349","CI064SA0115"
"1350","CI064SA0116"
"1351","CI064SA0128"
"1352","CI064SA0129"
"1353","CI064SA0132"
"1354","CI064SA0133"
"1355","CI064SA0135"
"1356","CI064SA0136"
"1357","CI064SA0141"
"1358","CI064SA0143"
"1359","CI064SA0144"
"1360","CI064SA0147"
"1361","CI064SA0148"
"1362","CI064SA0150"
"1363","CI064SA0151"
"1364","CI064SA0152"
"1365","CI064SA0153"
"1366","CI064SA0154"
"1367","CI064SA0155"
"1368","CI064SA0156"
"1369","CI064SA0157"
"1370","CI064SA0159"
"1371","CI064SA0161"
"1372","CI064SA0162"
"1373","CI064SA0164"
"1374","CI064SA0165"
"1375","CI064SA0166"
"1376","CI064SA0169"
"1377","CI064SA0172"
"1378","CI064SA0174"
"1379","CI064SA0177"
"1380","CI064SA0179"
"1381","CI064SA0180"
"1382","CI064SA0184"
"1383","CI064SA0185"
"1384","CI064SA0186"
"1385","CI064SA0187"
"1386","CI064SA0189"
"1387","CI064SA0193"
"1388","CI064SA0195"
"1389","CI064SA0196"
"1390","CI064SA0197"
"1391","CI064SA0198"
"1392","CI064SA0199"
"1393","CI064SA0201"
"1394","CI064SA0202"
"1395","CI064SA0203"
"1396","CI064SA0204"
"1397","CI064SA0205"
"1398","CI064SA0206"
"1399","CI064SA0207"
"1400","CI064SA0208"
"1401","CI064SA0210"
"1402","CI064SA0212"
"1403","CI064SA0213"
"1404","CI064SA0214"
"1405","CI064SA0216"
"1406","CI064SA0219"
"1407","CI064SA0220"
"1408","CI064SA0221"
"1409","CI064SA0222"
"1410","CI064SA0225"
"1411","CI064SA0227"
"1412","CI064SA0228"
"1413","CI064SA0230"
"1414","CI064SA0233"
"1415","CI064SA0235"
"1416","CI064SA0237"
"1417","CI064SA0238"
"1418","CI064SA0242"
"1419","CI064SA0246"
"1420","CI064SA0247"
"1421","CI064SA0248"
"1422","CI064SA0252"
"1423","CI064SA0253"
"1424","CI064SA0254"
"1425","CI064SA0255"
"1426","CI064SA0256"
"1427","CI064SA0257"
"1428","CI064SA0258"
"1429","CI064SA0260"
"1430","CI064SA0262"
"1431","CI064SA0264"
"1432","CI064SA0265"
"1433","CI064SA0266"
"1434","CI064SA0268"
"1435","CI064SA0269"
"1436","CI064SA0270"
"1437","CI064SA0272"
"1438","CI064SA0273"
"1439","CI064SA0274"
"1440","CI064SA0275"
"1441","CI064SA0277"
"1442","CI064SA0279"
"1443","CI064SA0280"
"1444","CI064SA0282"
"1445","CI064SA0284"
"1446","CI064SA0286"
"1447","CI064SA0288"
"1448","CI064SA0289"
"1449","CI064SA0292"
"1450","CI064SA0293"
"1451","CI064SA0294"
"1452","CI064SA0295"
"1453","CI064SA0296"
"1454","CI064SA0298"
"1455","CI064SA0299"
"1456","CI064SA0301"
"1457","CI064SA0302"
"1458","CI064SA0305"
"1459","CI064SA0309"
"1460","CI064SA0310"
"1461","CI064SA0311"
"1462","CI064SA0314"
"1463","CI064SA0315"
"1464","CI064SA0316"
"1465","CI064SA0318"
"1466","CI064SA0323"
"1467","CI064SA0326"
"1468","CI064SA0327"
"1469","CI064SA0328"
"1470","CI064SA0330"
"1471","CI064SA0334"
"1472","CI064SA0336"
"1473","CI064SA0339"
"1474","CI064SA0340"
"1475","CI064SA0341"
"1476","CI064SA0343"
"1477","CI064SA0344"
"1478","CI064SA0347"
"1479","CI064SA0348"
"1480","CI064SA0349"
"1481","CI064SA0350"
"1482","CI064SA0351"
"1483","CI064SA0354"
"1484","CI064SA0359"
"1485","CI064SA0360"
"1486","CI064SA0361"
"1487","CI064SA0362"
"1488","CI064SA0365"
"1489","CI064SA0367"
"1490","CI064SA0368"
"1491","CI064SA0371"
"1492","CI064SA0372"
"1493","CI064SA0373"
"1494","CI064SA0375"
"1495","CI064SA0376"
"1496","CI064SA0377"
"1497","CI064SA0379"
"1498","CI064SA0380"
"1499","CI064SA0381"
"1500","CI064SA0382"
"1501","CI064SA0384"
"1502","CI064SA0389"
"1503","CI064SA0390"
"1504","CI064SA0392"
"1505","CI064SA0393"
"1506","CI064SA0394"
"1507","CI064SA0395"
"1508","CI064SA0398"
"1509","CI064SA0399"
"1510","CI064SA0401"
"1511","CI064SA0402"
"1512","CI064SA0405"
"1513","CI064SA0406"
"1514","CI064SA0407"
"1515","CI064SA0408"
"1516","CI064SA0411"
"1517","CI064SA0413"
"1518","CI064SA0414"
"1519","CI064SA0415"
"1520","CI064SA0420"
"1521","CI064SA0421"
"1522","CI064SA0422"
"1523","CI064SA0423"
"1524","CI064SA0424"
"1525","CI064SA0425"
"1526","CI064SA0426"
"1527","CI064SA0427"
"1528","CI064SA0429"
"1529","CI064SA0431"
"1530","CI064SA0432"
"1531","CI064SA0433"
"1532","CI064SA0434"
"1533","CI064SA0435"
"1534","CI064SA0437"
"1535","CI064SA0438"
"1536","CI064SA0439"
"1537","CI064SA0440"
"1538","CI064SA0443"
"1539","CI064SA0450"
"1540","CI064SA0451"
"1541","CI064SA0452"
"1542","CI064SA0453"
"1543","CI064SA0456"
"1544","CI064SA0457"
"1545","CI064SA0459"
"1546","CI064SA0461"
"1547","CI064SA0464"
"1548","CI064SA0465"
"1549","CI064SA0467"
"1550","CI064SA0470"
"1551","CI064SA0472"
"1552","CI064SA0473"
"1553","CI064SA0476"
"1554","CI064SA0477"
"1555","CI064SA0478"
"1556","CI064SA0479"
"1557","CI064SA0482"
"1558","CI064SA0483"
"1559","CI064SA0485"
"1560","CI064SA0488"
"1561","CI064SA0489"
"1562","CI064SA0490"
"1563","CI064SA0491"
"1564","CI064SA0497"
"1565","CI064SA0499"
"1566","CI064SA0500"
"1567","CI064SA0501"
"1568","CI064SA0502"
"1569","CI064SA0504"
"1570","CI064SA0505"
"1571","CI064SA0506"
"1572","CI064SA0508"
"1573","CI064SA0509"
"1574","CI064SA0511"
"1575","CI064SA0512"
"1576","CI064SA0513"
"1577","CI064SA0514"
"1578","CI064SA0515"
"1579","CI064SA0516"
"1580","CI064SA0518"
"1581","CI064SA0520"
"1582","CI064SA0522"
"1583","CI064SA0523"
"1584","CI064SA0524"
"1585","CI064SA0525"
"1586","CI064SA0528"
"1587","CI064SA0531"
"1588","CI064SA0532"
"1589","CI064SA0534"
"1590","CI064SA0535"
"1591","CI064SA0537"
"1592","CI064SA0538"
"1593","CI064SA0540"
"1594","CI064SA0543"
"1595","CI064SA0544"
"1596","CI064SA0545"
"1597","CI064SA0546"
"1598","CI064SA0547"
"1599","CI064SA0550"
"1600","CI064SA0553"
"1601","CI064SA0554"
"1602","CI064SA0555"
"1603","CI064SA0556"
"1604","CI064SA0559"
"1605","CI064SA0561"
"1606","CI064SA0562"
"1607","CI064SA0564"
"1608","CI064SA0567"
"1609","CI064SA0571"
"1610","CI064SA0573"
"1611","CI064SA0574"
"1612","CI064SA0575"
"1613","CI064SA0577"
"1614","CI064SA0579"
"1615","CI064SA0584"
"1616","CI064SA0585"
"1617","CI064SA0586"
"1618","CI064SA0587"
"1619","CI064SA0588"
"1620","CI064SA0590"
"1621","CI064SA0591"
"1622","CI064SA0592"
"1623","CI064SA0594"
"1624","CI064SA0595"
"1625","CI064SA0596"
"1626","CI064SA0597"
"1627","CI064SA0601"
"1628","CI064SA0604"
"1629","CI064SA0605"
"1630","CI064SA0607"
"1631","CI064SA0610"
"1632","CI064SA0612"
"1633","CI064SA0613"
"1634","CI064SA0614"
"1635","CI064SA0615"
"1636","CI064SA0616"
"1637","CI064SA0617"
"1638","CI064SA0618"
"1639","CI064SA0619"
"1640","CI064SA0620"
"1641","CI064SA0621"
"1642","CI064SA0622"
"1643","CI064SA0624"
"1644","CI064SA0626"
"1645","CI064SA0627"
"1646","CI064SA0628"
"1647","CI064SA0629"
"1648","CI064SA0630"
"1649","CI064SA0631"
"1650","CI064SA0633"
"1651","CI064SA0634"
"1652","CI064SA0635"
"1653","CI064SA0637"
"1654","CI064SA0638"
"1655","CI064SA0640"
"1656","CI064SA0641"
"1657","CI064SA0643"
"1658","CI064SA0644"
"1659","CI064SA0646"
"1660","CI064SA0647"
"1661","CI064SA0648"
"1662","CI064SA0649"
"1663","CI064SA0650"
"1664","CI064SA0652"
"1665","CI064SA0653"
"1666","CI064SA0654"
"1667","CI064SA0657"
"1668","CI064SA0658"
"1669","CI064SA0659"
"1670","CI064SA0660"
"1671","CI064SA0662"
"1672","CI064SA0663"
"1673","CI064SA0664"
"1674","CI064SA0665"
"1675","CI064SA0667"
"1676","CI064SA0669"
"1677","CI064SA0671"
"1678","CI064SA0672"
"1679","CI064SA0673"
"1680","CI064SA0675"
"1681","CI064SA0676"
"1682","CI064SA0677"
"1683","CI064SA0679"
"1684","CI064SA0681"
"1685","CI064SA0682"
"1686","CI064SA0683"
"1687","CI064SA0684"
"1688","CI064SA0685"
"1689","CI064SA0686"
"1690","CI064SA0687"
"1691","CI064SA0688"
"1692","CI064SA0689"
"1693","CI064SA0693"
"1694","CI064SA0695"
"1695","CI064SA0696"
"1696","CI064SA0697"
"1697","CI064SA0698"
"1698","CI064SA0699"
"1699","CI064SA0700"
"1700","CI064SA0702"
"1701","CI064SA0704"
"1702","CI064SA0705"
"1703","CI064SA0706"
"1704","CI064SA0707"
"1705","CI064SA0708"
"1706","CI064SA0709"
"1707","CI064SA0711"
"1708","CI064SA0712"
"1709","CI064SA0713"
"1710","CI064SA0714"
"1711","CI064SA0715"
"1712","CI064SA0716"
"1713","CI064SA0717"
"1714","CI064SA0719"
"1715","CI064SA0720"
"1716","CI064SA0721"
"1717","CI064SA0722"
"1718","CI064SA0724"
"1719","CI064SA0725"
"1720","CI064SA0727"
"1721","CI064SA0729"
"1722","CI064SA0730"
"1723","CI064SA0731"
"1724","CI064SA0732"
"1725","CI064SA0733"
"1726","CI064SA0734"
"1727","CI064SA0743"
"1728","CI064SA0744"
"1729","CI064SA0746"
"1730","CI064SA0747"
"1731","CI064SA0748"
"1732","CI064SA0749"
"1733","CI064SA0750"
"1734","CI064SA0751"
"1735","CI064SA0752"
"1736","CI064SA0761"
"1737","CI064SA0762"
"1738","CI064SA0765"
"1739","CI064SA0766"
"1740","CI064SA0767"
"1741","CI064SA0768"
"1742","CI064SA0770"
"1743","CI064SA0771"
"1744","CI064SA0774"
"1745","CI064SA0775"
"1746","CI064SA0776"
"1747","CI064SA0778"
"1748","CI064SA0781"
"1749","CI064SA0783"
"1750","CI064SA0784"
"1751","CI064SA0785"
"1752","CI064SA0786"
"1753","CI064SA0787"
"1754","CI064SA0788"
"1755","CI064SA0789"
"1756","CI064SA0790"
"1757","CI064SA0791"
"1758","CI064SA0792"
"1759","CI064SA0794"
"1760","CI064SA0795"
"1761","CI064SA0796"
"1762","CI064SA0799"
"1763","CI064SA0800"
"1764","CI064SA0802"
"1765","CI064SA0803"
"1766","CI064SA0804"
"1767","CI064SA0805"
"1768","CI064SA0806"
"1769","CI064SA0807"
"1770","CI064SA0808"
"1771","CI064SA0809"
"1772","CI064SA0810"
"1773","CI064SA0811"
"1774","CI064SA0813"
"1775","CI064SA0914"
"1776","CI064SA0915"
"1777","CI064SA0916"
"1778","CI064SA0918"
"1779","CI064SA0919"
"1780","CI064SA0921"
"1781","CI064SA0923"
"1782","CI064SA0924"
"1783","CI064SA0925"
"1784","CI064SA0926"
"1785","CI064SA0927"
"1786","CI064SA0928"
"1787","CI064SA0929"
"1788","CI064SA0931"
"1789","CI064SA0932"
"1790","CI064SA0937"
"1791","CI064SA0938"
"1792","CI064SA0939"
"1793","CI064SA0940"
"1794","CI064SA0941"
"1795","CI064SA0942"
"1796","CI064SA0943"
"1797","CI064SA0944"
"1798","CI064SA0945"
"1799","CI064SA0947"
"1800","CI064SA0948"
"1801","CI064SA0949"
"1802","CI064SA0951"
"1803","CI064SA0952"
"1804","CI064SA0954"
"1805","CI064SA0956"
"1806","CI064SA0957"
"1807","CI064SA0959"
"1808","CI064SA0961"
"1809","CI064SA0962"
"1810","CI064SA0963"
"1811","CI064SA0964"
"1812","CI064SA0966"
"1813","CI064SA0967"
"1814","CI064SA0969"
"1815","CI064SA0970"
"1816","CI064SA0971"
"1817","CI064SA0972"
"1818","CI064SA0973"
"1819","CI064SA0974"
"1820","CI064SA0979"
"1821","CI064SA0984"
"1822","CI064SA0985"
"1823","CI064SA0986"
"1824","CI064SA0987"
"1825","CI064SA0988"
"1826","CI064SA0989"
"1827","CI064SA0991"
"1828","CI064SA0992"
"1829","CI064SA0993"
"1830","CI064SA0994"
"1831","CI064SA0995"
"1832","CI064SA0996"
"1833","CI064SA0998"
"1834","CI066SA0005"
"1835","CI066SA0007"
"1836","CI068SA0178"
"1837","CI068SA0180"
"1838","CI068SA0196"
"1839","CI068SA0210"
"1840","CI068SA0265"
"1841","CI068SA0268"
"1842","CI068SA0270"
"1843","CI068SA0271"
"1844","CI068SA0279"
"1845","CI068SA0281"
"1846","CI068SA0282"
"1847","CI068SA0283"
"1848","CI068SA0285"
"1849","CI068SA0287"
"1850","CI068SA0288"
"1851","CI068SA0289"
"1852","CI068SA0290"
"1853","CI068SA0291"
"1854","CI068SA0292"
"1855","CI068SA0293"
"1856","CI068SA0296"
"1857","CI068SA0297"
"1858","CI068SA0299"
"1859","CI068SA0300"
"1860","CI068SA0301"
"1861","CI068SA0304"
"1862","CI068SA0307"
"1863","CI068SA0311"
"1864","CI068SA0312"
"1865","CI068SA0314"
"1866","CI068SA0315"
"1867","CI068SA0316"
"1868","CI068SA0317"
"1869","CI068SA0319"
"1870","CI068SA0324"
"1871","CI068SA0327"
"1872","CI068SA0328"
"1873","CI068SA0329"
"1874","CI068SA0330"
"1875","CI068SA0332"
"1876","CI068SA0333"
"1877","CI068SA0339"
"1878","CI068SA0340"
"1879","CI068SA0345"
"1880","CI068SA0785"
"1881","CI068SA0786"
"1882","CI068SA0787"
"1883","CI068SA0788"
"1884","CI068SA0841"
"1885","CI068SA0843"
"1886","CI068SA0844"
"1887","CI068SA0845"
"1888","CI068SA0846"
"1889","CI068SA0857"
"1890","CI068SA0858"
"1891","CI068SA0861"
"1892","CI068SA0862"
"1893","CI068SA0875"
"1894","CI068SA0877"
"1895","CI068SA0878"
"1896","CI068SA0880"
"1897","CI068SA0881"
"1898","CI068SA0883"
"1899","CI068SA0884"
"1900","CI068SA0885"
"1901","CI068SA0890"
"1902","CI068SA0891"
"1903","CI068SA0892"
"1904","CI068SA0893"
"1905","CI068SA0894"
"1906","CI068SA0895"
"1907","CI068SA0896"
"1908","CI068SA0897"
"1909","CI068SA0898"
"1910","CI068SA0899"
"1911","CI068SA0900"
"1912","CI068SA0901"
"1913","CI068SA0902"
"1914","CI068SA0903"
"1915","CI068SA0904"
"1916","CI068SA0907"
"1917","CI068SA0908"
"1918","CI068SA0909"
"1919","CI068SA0910"
"1920","CI068SA0912"
"1921","CI068SA0913"
"1922","CI068SA0914"
"1923","CI068SA0915"
"1924","CI068SA0916"
"1925","CI068SA0918"
"1926","CI068SA0921"
"1927","CI068SA0922"
"1928","CI068SA0923"
"1929","CI068SA0925"
"1930","CI068SA0926"
"1931","CI068SA0927"
"1932","CI068SA0928"
"1933","CI068SA0930"
"1934","CI068SA0931"
"1935","CI068SA0932"
"1936","CI068SA0933"
"1937","CI068SA0934"
"1938","CI068SA0936"
"1939","CI068SA0937"
"1940","CI068SA0939"
"1941","CI068SA0941"
"1942","CI068SA0943"
"1943","CI068SA0944"
"1944","CI068SA0947"
"1945","CI068SA0948"
"1946","CI068SA0949"
"1947","CI068SA0950"
"1948","CI068SA0951"
"1949","CI068SA0952"
"1950","CI068SA0953"
"1951","CI068SA0954"
"1952","CI068SA0955"
"1953","CI068SA0957"
"1954","CI068SA0958"
"1955","CI068SA0960"
"1956","CI068SA0961"
"1957","CI068SA1549"
"1958","CI068SA1550"
"1959","CI068SA1551"
"1960","CI068SA1552"
"1961","CI068SA1555"
"1962","CI068SA1556"
"1963","CI068SA1557"
"1964","CI068SA1560"
"1965","CI068SA1561"
"1966","CI068SA1562"
"1967","CI068SA1563"
"1968","CI068SA1564"
"1969","CI068SA1565"
"1970","CI068SA1566"
"1971","CI068SA1567"
"1972","CI068SA1568"
"1973","CI068SA1569"
"1974","CI068SA1571"
"1975","CI068SA1572"
"1976","CI068SA1573"
"1977","CI068SA1574"
"1978","CI068SA1576"
"1979","CI068SA1577"
"1980","CI068SA1578"
"1981","CI068SA1581"
"1982","CI068SA1582"
"1983","CI068SA1583"
"1984","CI068SA1585"
"1985","CI068SA1586"
"1986","CI068SA1588"
"1987","CI068SA1590"
"1988","CI068SA1591"
"1989","CI068SA1592"
"1990","CI068SA1593"
"1991","CI068SA1595"
"1992","CI068SA1598"
"1993","CI068SA1600"
"1994","CI068SA1601"
"1995","CI068SA1615"
"1996","CI068SA1617"
"1997","CI068SA1618"
"1998","CI068SA1619"
"1999","CI068SA1620"
"2000","CI068SA1621"
"2001","CI068SA1622"
"2002","CI068SA1623"
"2003","CI068SA1624"
"2004","CI068SA1625"
"2005","CI068SA1626"
"2006","CI068SA1627"
"2007","CI068SA1628"
"2008","CI068SA1629"
"2009","CI068SA1631"
"2010","CI068SA1634"
"2011","CI068SA1637"
"2012","CI068SA1638"
"2013","CI068SA1639"
"2014","CI068SA1641"
"2015","CI068SA1642"
"2016","CI068SA1644"
"2017","CI068SA1645"
"2018","CI068SA1646"
"2019","CI068SA1647"
"2020","CI068SA1648"
"2021","CI068SA1649"
"2022","CI068SA1651"
"2023","CI068SA1652"
"2024","CI068SA1653"
"2025","CI068SA1654"
"2026","CI068SA1655"
"2027","CI068SA1657"
"2028","CI068SA1658"
"2029","CI068SA1660"
"2030","CI068SA1661"
"2031","CI068SA1662"
"2032","CI068SA1663"
"2033","CI068SA1664"
"2034","CI068SA1665"
"2035","CI068SA1666"
"2036","CI068SA1668"
"2037","CI068SA1669"
"2038","CI068SA1671"
"2039","CI068SA1672"
"2040","CI068SA1673"
"2041","CI068SA1674"
"2042","CI068SA1675"
"2043","CI068SA1676"
"2044","CI068SA1677"
"2045","CI068SA1678"
"2046","CI068SA1679"
"2047","CI068SA1680"
"2048","CI068SA1681"
"2049","CI068SA1684"
"2050","CI068SA1686"
"2051","CI068SA1687"
"2052","CI068SA1688"
"2053","CI068SA1689"
"2054","CI068SA1691"
"2055","CI068SA1692"
"2056","CI068SA1694"
"2057","CI068SA1697"
"2058","CI068SA1698"
"2059","CI068SA1701"
"2060","CI068SA1704"
"2061","CI068SA1707"
"2062","CI068SA1708"
"2063","CI068SA1709"
"2064","CI068SA1710"
"2065","CI068SA1711"
"2066","CI068SA1715"
"2067","CI068SA1716"
"2068","CI068SA1717"
"2069","CI068SA1719"
"2070","CI068SA1720"
"2071","CI068SA1721"
"2072","CI068SA1722"
"2073","CI068SA1725"
"2074","CI068SA1726"
"2075","CI068SA1729"
"2076","CI068SA1730"
"2077","CI068SA1732"
"2078","CI068SA1734"
"2079","CI068SA1735"
"2080","CI068SA1736"
"2081","CI068SA1737"
"2082","CI068SA1739"
"2083","CI068SA1740"
"2084","CI068SA1741"
"2085","CI068SA1743"
"2086","CI068SA1744"
"2087","CI068SA1746"
"2088","CI068SA1747"
"2089","CI068SA1750"
"2090","CI068SA1751"
"2091","CI068SA1754"
"2092","CI068SA1755"
"2093","CI068SA1757"
"2094","CI068SA1760"
"2095","CI068SA1762"
"2096","CI068SA1776"
"2097","CI068SA1779"
"2098","CI068SA1781"
"2099","CI068SA1782"
"2100","CI068SA1784"
"2101","CI068SA1790"
"2102","CI068SA1791"
"2103","CI068SA1793"
"2104","CI068SA1795"
"2105","CI068SA1797"
"2106","CI068SA1803"
"2107","CI068SA1804"
"2108","CI068SA1807"
"2109","CI068SA1810"
"2110","CI068SA1811"
"2111","CI068SA1813"
"2112","CI068SA1814"
"2113","CI068SA1816"
"2114","CI068SA1817"
"2115","CI068SA1818"
"2116","CI068SA1821"
"2117","CI068SA1823"
"2118","CI068SA1824"
"2119","CI068SA1825"
"2120","CI068SA1826"
"2121","CI068SA1827"
"2122","CI068SA1828"
"2123","CI068SA1829"
"2124","CI068SA1830"
"2125","CI068SA1831"
"2126","CI068SA1832"
"2127","CI068SA1834"
"2128","CI068SA1836"
"2129","CI068SA1837"
"2130","CI068SA1839"
"2131","CI068SA1840"
"2132","CI068SA1841"
"2133","CI068SA1842"
"2134","CI068SA1843"
"2135","CI068SA1844"
"2136","CI068SA1845"
"2137","CI068SA1849"
"2138","CI068SA1850"
"2139","CI068SA1851"
"2140","CI068SA1852"
"2141","CI068SA1853"
"2142","CI068SA1856"
"2143","CI068SA1858"
"2144","CI068SA1860"
"2145","CI068SA1861"
"2146","CI068SA1862"
"2147","CI068SA1863"
"2148","CI068SA1864"
"2149","CI068SA1868"
"2150","CI068SA1870"
"2151","CI068SA1871"
"2152","CI068SA1872"
"2153","CI068SA1873"
"2154","CI068SA1874"
"2155","CI068SA1875"
"2156","CI068SA1876"
"2157","CI068SA1877"
"2158","CI068SA1878"
"2159","CI068SA1879"
"2160","CI068SA1881"
"2161","CI068SA1883"
"2162","CI068SA1884"
"2163","CI068SA1885"
"2164","CI068SA1887"
"2165","CI068SA1888"
"2166","CI068SA1889"
"2167","CI068SA1892"
"2168","CI068SA1893"
"2169","CI068SA1894"
"2170","CI068SA1895"
"2171","CI068SA1896"
"2172","CI068SA1897"
"2173","CI068SA1898"
"2174","CI068SA1900"
"2175","CI068SA1902"
"2176","CI068SA1903"
"2177","CI068SA1904"
"2178","CI068SA1905"
"2179","CI068SA1907"
"2180","CI068SA1908"
"2181","CI068SA1910"
"2182","CI068SA1911"
"2183","CI068SA1914"
"2184","CI068SA1915"
"2185","CI068SA1920"
"2186","CI068SA1921"
"2187","CI068SA1924"
"2188","CI068SA1926"
"2189","CI068SA1928"
"2190","CI068SA1929"
"2191","CI068SA1930"
"2192","CI068SA1931"
"2193","CI068SA1932"
"2194","CI068SA1934"
"2195","CI068SA1935"
"2196","CI068SA1936"
"2197","CI068SA1937"
"2198","CI068SA1939"
"2199","CI068SA1940"
"2200","CI068SA1945"
"2201","CI068SA1946"
"2202","CI068SA1947"
"2203","CI109SA0001"
"2204","CI64SA0002"
"2205","CI64SA0005"
"2206","CI64SA0006"
"2207","CI64SA0010"
"2208","CI64SA0011"
"2209","CI64SA0012"
"2210","CI64SA0013"
"2211","CI64SA0014"
"2212","CI64SA0015"
"2213","CJ071SA0002"
"2214","CJ077SA0014"
"2215","CJ077SA0018"
"2216","CJ077SA0019"
"2217","CJ077SA0024"
"2218","CJ077SA0049"
"2219","CJ077SA0108"
"2220","CJ077SA0113"
"2221","CJ077SA0114"
"2222","CJ077SA0122"
"2223","CJ077SA0145"
"2224","CJ093SA0002"
"2225","CJ094SA0001"
"2226","CJ103SA0001"
"2227","CJ122SA0008"
"2228","CJ122SA0019"
